TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0101,29,5,1220,2759,0,37,1,X,07,2022
1,0101,32,5,1220,5616,0,109,1,X,07,2022
1,0101,37,5,1220,123507,0,2473,1,X,07,2022
1,0101,39,5,1220,862732,0,16423,1,X,07,2022
1,0101,39,5,1220,84471,0,1321,2,X,07,2022
1,0101,54,5,1220,44567,0,357,1,X,07,2022
1,0101,55,5,1220,48557,0,389,1,X,07,2022
1,0101,56,5,1220,1398782,0,19644,1,X,07,2022
1,0101,56,5,1220,27254,0,262,2,X,07,2022
1,0101,62,5,1220,455511,0,8926,2,X,07,2022
1,0101,64,5,1220,32630,0,606,2,X,07,2022
1,0101,70,5,1220,8427,0,159,2,X,07,2022
1,0101,72,6,1220,96495,0,2936,1,X,07,2022
1,0101,76,6,1220,62942,0,657,1,X,07,2022
1,0101,84,5,1220,23908,0,427,1,X,07,2022
1,0101,84,5,1220,20139,0,361,2,X,07,2022
1,0101,85,5,1220,2768,0,115,1,X,07,2022
1,0101,85,5,1220,16374,0,165,2,X,07,2022
1,0101,89,5,1220,27696,0,1491,1,X,07,2022
1,0101,91,5,1220,3025,0,96,2,X,07,2022
1,0102,47,5,1220,2834,0,139,1,X,07,2022
1,0102,72,6,1220,95827,0,1931,1,X,07,2022
1,0102,89,8,1220,1156296,0,11448,1,X,07,2022
1,0103,05,5,1220,16502,0,323,1,X,07,2022
1,0103,39,5,1220,4032,0,137,1,X,07,2022
1,0103,44,5,1220,3735,0,93,1,X,07,2022
1,0103,61,5,1220,3624,0,53,2,X,07,2022
1,0104,01,5,1220,103770,0,1972,1,X,07,2022
1,0104,17,5,1220,1542856,0,72042,1,X,07,2022
1,0104,21,5,1220,128720,0,1314,1,X,07,2022
1,0104,25,5,1220,18724,0,365,1,X,07,2022
1,0104,29,5,1220,5176,0,128,1,X,07,2022
1,0104,31,5,1220,32469,0,4050,1,X,07,2022
1,0104,32,5,1220,11538,0,404,2,X,07,2022
1,0104,35,5,1220,4183,0,207,2,X,07,2022
1,0104,38,5,1220,63166,0,2264,1,X,07,2022
1,0104,39,5,1220,70195,0,1836,1,X,07,2022
1,0104,39,5,1220,11845,0,402,2,X,07,2022
1,0104,40,5,1220,8833,0,169,1,X,07,2022
1,0104,44,5,1220,7797060,0,225544,1,X,07,2022
1,0104,44,5,1220,28359,0,707,2,X,07,2022
1,0104,47,5,1220,344971,0,15365,1,X,07,2022
1,0104,48,5,1220,8289292,0,704719,1,X,07,2022
1,0104,48,5,1220,5819,0,169,2,X,07,2022
1,0104,48,6,1220,1373917,0,33684,1,X,07,2022
1,0104,49,5,1220,57222,0,1654,1,X,07,2022
1,0104,54,5,1220,708131,0,11752,1,X,07,2022
1,0104,55,5,1220,560179,0,7134,1,X,07,2022
1,0104,56,5,1220,138995,0,1564,1,X,07,2022
1,0104,58,5,1220,12676,0,322,1,X,07,2022
1,0104,59,5,1220,3410,0,105,1,X,07,2022
