TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0101,38,5,1220,156278,0,3064,1,X,09,2022
1,0101,48,5,1220,68819,0,2934,1,X,09,2022
1,0101,72,6,1220,249806,0,8022,1,X,09,2022
1,0101,73,6,1220,30160,0,1349,1,X,09,2022
1,0101,84,5,1220,14750,0,134,2,X,09,2022
1,0101,85,5,1220,3937,0,71,1,X,09,2022
1,0101,95,5,1220,20158,0,395,2,X,09,2022
1,0102,72,6,1220,103191,0,1869,1,X,09,2022
1,0103,68,5,1220,12526,0,318,1,X,09,2022
1,0103,76,5,1220,5938,0,128,1,X,09,2022
1,0104,01,5,1220,222079,0,4051,1,X,09,2022
1,0104,19,5,1220,196451,0,17307,1,X,09,2022
1,0104,25,5,1220,48329,0,945,1,X,09,2022
1,0104,28,5,1220,28052,0,3373,1,X,09,2022
1,0104,31,5,1220,103400,0,5462,1,X,09,2022
1,0104,34,5,1220,3014,0,102,1,X,09,2022
1,0104,35,5,1220,4702,0,233,2,X,09,2022
1,0104,38,5,1220,86981,0,3116,1,X,09,2022
1,0104,39,5,1220,143576,0,4469,1,X,09,2022
1,0104,39,5,1220,4401,0,149,2,X,09,2022
1,0104,40,5,1220,120197,0,1653,1,X,09,2022
1,0104,40,5,1220,2825,0,64,2,X,09,2022
1,0104,44,5,1220,7857565,0,242048,1,X,09,2022
1,0104,44,6,1220,107175,0,3822,1,X,09,2022
1,0104,47,5,1220,282157,0,13272,1,X,09,2022
1,0104,48,5,1220,8424332,0,717418,1,X,09,2022
1,0104,48,6,1220,703587,0,5065,1,X,09,2022
1,0104,49,5,1220,27403,0,797,1,X,09,2022
1,0104,54,5,1220,764717,0,10294,1,X,09,2022
1,0104,55,5,1220,475285,0,5370,1,X,09,2022
1,0104,56,5,1220,94836,0,956,1,X,09,2022
1,0104,56,5,1220,6201,0,61,2,X,09,2022
1,0104,59,5,1220,3041,0,129,1,X,09,2022
1,0104,61,5,1220,13765,0,268,2,X,09,2022
1,0104,68,5,1220,475939,0,22643,1,X,09,2022
1,0104,69,5,1220,18774,0,545,1,X,09,2022
1,0104,70,5,1220,2715,0,90,1,X,09,2022
1,0104,72,5,1220,91454,0,5166,1,X,09,2022
1,0104,72,5,1220,38837,0,1914,2,X,09,2022
1,0104,73,5,1220,77244,0,3568,1,X,09,2022
1,0104,73,5,1220,10846,0,763,2,X,09,2022
1,0104,74,5,1220,82990,0,666,1,X,09,2022
1,0104,76,5,1220,48312,0,1924,1,X,09,2022
1,0104,82,5,1220,4132,0,80,1,X,09,2022
1,0104,82,5,1220,3170,0,95,2,X,09,2022
1,0104,84,5,1220,71827,0,1159,1,X,09,2022
1,0104,84,5,1220,231744,0,4596,2,X,09,2022
1,0104,85,5,1220,6882,0,178,2,X,09,2022
1,0104,86,5,1220,13278,0,195,1,X,09,2022
1,0104,87,5,1220,1665660,0,43970,1,X,09,2022
1,0104,87,5,1220,7947,0,198,2,X,09,2022
1,0104,88,5,1220,695991,0,6891,1,X,09,2022
1,0104,90,5,1220,2679,0,21,2,X,09,2022
1,0104,94,5,1220,173974,0,2782,1,X,09,2022
1,0104,95,5,1220,6759,0,226,1,X,09,2022
1,0104,95,5,1220,42629,0,1240,2,X,09,2022
1,0104,97,5,1220,3569,0,77,1,X,09,2022
1,0105,23,6,1220,44853,0,2133,1,X,09,2022
1,0105,25,6,1220,65385,0,518,1,X,09,2022
1,0105,25,6,1220,1207852,0,114056,2,X,09,2022
1,0105,27,6,1220,309435,0,6746,1,X,09,2022
1,0105,44,6,1220,593710,0,75046,1,X,09,2022
1,0105,54,5,1220,71840,0,3545,1,X,09,2022
1,0105,54,5,1220,7099,0,494,2,X,09,2022
1,0105,59,5,1220,29030,0,722,1,X,09,2022
1,0105,68,5,1220,2610,0,50,1,X,09,2022
1,0105,73,6,1220,3041091,0,296,1,X,09,2022
1,0106,01,5,1220,92989,0,2212,1,X,09,2022
1,0106,03,5,1220,3805887,0,83331,1,X,09,2022
1,0106,03,5,1220,3376629,0,47161,2,X,09,2022
1,0106,04,5,1220,73197,0,127,1,X,09,2022
1,0106,05,5,1220,695298,0,63053,1,X,09,2022
1,0106,06,5,1220,39132,0,2004,1,X,09,2022
1,0106,06,5,1220,14040,0,13,2,X,09,2022
1,0106,07,5,1220,385500,0,34367,1,X,09,2022
1,0106,07,5,1220,30704,0,3017,2,X,09,2022
1,0106,08,5,1220,121462,0,4658,1,X,09,2022
1,0106,08,5,1220,1437425,0,29443,2,X,09,2022
1,0106,09,5,1220,8354,0,131,1,X,09,2022
1,0106,09,5,1220,100127,0,4403,2,X,09,2022
1,0106,10,5,1220,22125,0,483,1,X,09,2022
1,0106,11,5,1220,80767,0,10937,1,X,09,2022
1,0106,12,5,1220,102784,0,13492,1,X,09,2022
1,0106,12,5,1220,17961,0,16,2,X,09,2022
1,0106,15,5,1220,181999,0,8006,1,X,09,2022
1,0106,18,5,1220,113210,0,3673,1,X,09,2022
1,0106,19,5,1220,1702666,0,171795,1,X,09,2022
1,0106,20,5,1220,341659,0,30670,1,X,09,2022
1,0106,20,5,1220,29398,0,74,2,X,09,2022
1,0106,21,5,1220,68110,0,6468,1,X,09,2022
1,0106,22,5,1220,318016,0,11568,1,X,09,2022
1,0106,22,5,1220,111371,0,5613,2,X,09,2022
