TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0101,19,5,1220,4333,0,78,2,X,07,2021
1,0101,21,5,1220,9343,0,182,1,X,07,2021
1,0101,22,5,1220,24421,0,478,1,X,07,2021
1,0101,25,6,1220,22076,0,432,1,X,07,2021
1,0101,28,5,1220,3591,0,70,1,X,07,2021
1,0101,29,5,1220,43854,0,858,2,X,07,2021
1,0101,32,5,1220,5610,0,110,2,X,07,2021
1,0101,33,5,1220,48244,0,945,1,X,07,2021
1,0101,33,5,1220,3519,0,39,2,X,07,2021
1,0101,34,5,1220,6133,0,127,1,X,07,2021
1,0101,34,5,1220,3170,0,62,2,X,07,2021
1,0101,35,5,1220,6624,0,130,1,X,07,2021
1,0101,39,5,1220,166221,0,3253,1,X,07,2021
1,0101,39,5,1220,72378,0,1386,2,X,07,2021
1,0101,39,6,1220,810009,0,14328,1,X,07,2021
1,0101,40,5,1220,112760,0,2209,1,X,07,2021
1,0101,48,5,1220,3401,0,67,1,X,07,2021
1,0101,54,5,1220,8905,0,174,1,X,07,2021
1,0101,55,5,1220,10198,0,200,1,X,07,2021
1,0101,59,5,1220,4713,0,92,1,X,07,2021
1,0101,61,5,1220,32650,0,638,2,X,07,2021
1,0101,63,5,1220,8766,0,171,1,X,07,2021
1,0101,70,5,1220,4175,0,82,1,X,07,2021
1,0101,72,5,1220,492389,0,9647,1,X,07,2021
1,0101,72,6,1220,155178,0,5049,1,X,07,2021
1,0101,73,5,1220,3496,0,72,2,X,07,2021
1,0101,76,6,1220,40559,0,694,1,X,07,2021
1,0101,82,5,1220,4514,0,88,1,X,07,2021
1,0101,82,5,1220,163758,0,1825,2,X,07,2021
1,0101,84,5,1220,24693,0,484,1,X,07,2021
1,0101,84,5,1220,43472,0,877,2,X,07,2021
1,0101,85,5,1220,18507,0,362,1,X,07,2021
1,0101,86,5,1220,46841,0,908,2,X,07,2021
1,0101,87,5,1220,5255,0,97,1,X,07,2021
