TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0101,17,5,1220,25612,0,501,1,X,08,2020
1,0101,22,5,1220,12954,0,253,1,X,08,2020
1,0101,22,8,1220,2657,0,0,1,X,08,2020
1,0101,29,5,1220,48729,0,609,1,X,08,2020
1,0101,32,5,1220,32235,0,638,1,X,08,2020
1,0101,33,5,1220,54072,0,1041,1,X,08,2020
1,0101,34,5,1220,12426,0,253,1,X,08,2020
1,0101,38,5,1220,299345,0,2891,1,X,08,2020
1,0101,39,5,1220,702166,0,13606,1,X,08,2020
1,0101,39,5,1220,65491,0,1284,2,X,08,2020
1,0101,39,6,1220,56938,0,1116,1,X,08,2020
1,0101,40,5,1220,21958,0,430,1,X,08,2020
1,0101,48,5,1220,13533,0,325,1,X,08,2020
1,0101,49,5,1220,3659,0,78,1,X,08,2020
1,0101,56,5,1220,7781,0,152,1,X,08,2020
1,0101,63,5,1220,4545,0,89,1,X,08,2020
1,0101,71,5,1220,5549,0,108,1,X,08,2020
1,0101,72,5,1220,90914,0,1781,1,X,08,2020
1,0101,72,6,1220,18000,0,1057,1,X,08,2020
1,0101,73,5,1220,4601,0,89,1,X,08,2020
1,0101,73,5,1220,20036,0,407,2,X,08,2020
1,0101,76,5,1220,109729,0,2150,1,X,08,2020
1,0101,82,5,1220,4657,0,88,1,X,08,2020
1,0101,82,5,1220,125985,0,2397,2,X,08,2020
1,0101,84,5,1220,613792,0,2927,1,X,08,2020
1,0101,84,5,1220,351241,0,6658,2,X,08,2020
1,0101,85,5,1220,158959,0,2022,1,X,08,2020
1,0101,87,5,1220,2551,0,38,2,X,08,2020
1,0101,89,8,1220,307225,0,3010,1,X,08,2020
1,0101,90,5,1220,10682,0,198,2,X,08,2020
1,0101,94,5,1220,33847,0,661,1,X,08,2020
1,0101,94,5,1220,11243,0,220,2,X,08,2020
1,0101,95,5,1220,356188,0,7229,2,X,08,2020
1,0102,47,5,1220,9383,0,680,1,X,08,2020
