TRDTYPE,DEPE,COMMODITY2,DISAGMOT,COUNTRY,VALUE,SHIPWT,FREIGHT_CHARGES,DF,CONTCODE,MONTH,YEAR
1,0101,08,5,1220,7604,0,170,2,X,08,2021
1,0101,15,5,1220,7052,0,135,2,X,08,2021
1,0101,19,5,1220,20041,0,392,1,X,08,2021
1,0101,19,5,1220,6812,0,129,2,X,08,2021
1,0101,20,5,1220,4772,0,71,2,X,08,2021
1,0101,21,5,1220,5905,0,115,1,X,08,2021
1,0101,25,5,1220,12835,0,284,1,X,08,2021
1,0101,27,5,1220,3088,0,61,2,X,08,2021
1,0101,28,5,1220,9193,0,147,1,X,08,2021
1,0101,29,5,1220,10076,0,197,2,X,08,2021
1,0101,30,5,1220,26703,0,523,1,X,08,2021
1,0101,30,5,1220,19795,0,372,2,X,08,2021
1,0101,32,5,1220,75019,0,1470,2,X,08,2021
1,0101,33,5,1220,19057,0,367,1,X,08,2021
1,0101,34,5,1220,8184,0,178,2,X,08,2021
1,0101,35,5,1220,3326,0,65,2,X,08,2021
1,0101,38,5,1220,17296,0,272,1,X,08,2021
1,0101,38,5,1220,2585,0,50,2,X,08,2021
1,0101,39,5,1220,797028,0,15721,1,X,08,2021
1,0101,39,5,1220,63931,0,1252,2,X,08,2021
1,0101,39,6,1220,464532,0,9107,1,X,08,2021
1,0101,39,6,1220,3087,0,78,2,X,08,2021
1,0101,40,5,1220,270990,0,5310,1,X,08,2021
1,0101,47,5,1220,14507,0,1189,1,X,08,2021
1,0101,48,5,1220,17085,0,334,1,X,08,2021
1,0101,54,5,1220,17597,0,345,1,X,08,2021
1,0101,59,5,1220,7226,0,142,1,X,08,2021
1,0101,68,5,1220,36779,0,720,1,X,08,2021
1,0101,70,5,1220,122418,0,2260,1,X,08,2021
1,0101,72,5,1220,14843,0,290,1,X,08,2021
1,0101,72,6,1220,177473,0,5554,1,X,08,2021
1,0101,73,5,1220,24800,0,486,1,X,08,2021
1,0101,76,5,1220,15105,0,296,1,X,08,2021
1,0101,82,5,1220,151819,0,2968,1,X,08,2021
1,0101,84,5,1220,86292,0,1207,1,X,08,2021
1,0101,85,5,1220,202780,0,3974,1,X,08,2021
1,0101,85,5,1220,420856,0,504,2,X,08,2021
